"exporter_iso3c","exporter_country","importer_iso3c","importer_country","hs6","year","hs_version","total_q","total_v"
"ROU","Romania","NLD","Netherlands","030617",2018,"HS12",0.644,4.364
"ROU","Romania","NLD","Netherlands","030626",2018,"HS12",0.033,0.157
"ROU","Romania","NLD","Netherlands","030627",2018,"HS12",0.151,2.152
"ROU","Romania","NLD","Netherlands","160521",2018,"HS12",0.994,10.568
"ROU","Romania","NLD","Netherlands","160529",2018,"HS12",0.124,0.56
"ROU","Romania","POL","Poland","030627",2018,"HS12",0.15,1.98
"ROU","Romania","SVK","Slovakia","030617",2018,"HS12",1.413,11.971
"ROU","Romania","SVK","Slovakia","030627",2018,"HS12",8.275,116.628
"ROU","Romania","SVN","Slovenia","030617",2018,"HS12",10.292,94.935
"ROU","Romania","SVN","Slovenia","030627",2018,"HS12",8.847,79.538
"ROU","Romania","THA","Thailand","030627",2018,"HS12",8.836,428.333
"RUS","Russia","ARE","United Arab Emirates","030616",2018,"HS12",0.036,3.758
"RUS","Russia","ARE","United Arab Emirates","030617",2018,"HS12",0.063,1.605
"RUS","Russia","ARE","United Arab Emirates","030627",2018,"HS12",0.001,0.008
"RUS","Russia","ARE","United Arab Emirates","160521",2018,"HS12",0.026,0.345
"RUS","Russia","ARE","United Arab Emirates","160529",2018,"HS12",0.041,0.863
"RUS","Russia","ARM","Armenia","030616",2018,"HS12",2.424,10.737
"RUS","Russia","ARM","Armenia","030617",2018,"HS12",22.586,235.465
"RUS","Russia","ARM","Armenia","160521",2018,"HS12",3.611,29.675
"RUS","Russia","ARM","Armenia","160529",2018,"HS12",5.522,35.717
"RUS","Russia","AUT","Austria","030617",2018,"HS12",0.046,1.32
"RUS","Russia","AZE","Azerbaijan","030617",2018,"HS12",51.803,277.41
"RUS","Russia","AZE","Azerbaijan","160521",2018,"HS12",0.6,5.013
"RUS","Russia","AZE","Azerbaijan","160529",2018,"HS12",28.157,240.783
"RUS","Russia","BLR","Belarus","030616",2018,"HS12",81.317,296.728
"RUS","Russia","BLR","Belarus","030617",2018,"HS12",394.664,2420.992
"RUS","Russia","BLR","Belarus","030627",2018,"HS12",0.025,0.437
"RUS","Russia","BLR","Belarus","160521",2018,"HS12",24.826,370.078
"RUS","Russia","BLR","Belarus","160529",2018,"HS12",26.277,397.864
"RUS","Russia","CHN","China","030616",2018,"HS12",2734.96,19460.962
"RUS","Russia","CHN","China","030617",2018,"HS12",503.94,3404.171
"RUS","Russia","CHN","China","030626",2018,"HS12",113.024,1054.848
"RUS","Russia","CHN","China","030627",2018,"HS12",15.48,110.277
"RUS","Russia","CHN","China","160529",2018,"HS12",0.02,0.074
"RUS","Russia","DNK","Denmark","030616",2018,"HS12",20.698,1131.397
"RUS","Russia","FIN","Finland","030616",2018,"HS12",0.022,0.038
"RUS","Russia","FRA","France","030617",2018,"HS12",0.109,1.043
"RUS","Russia","GBR","United Kingdom","160521",2018,"HS12",160.28,1479.364
"RUS","Russia","GEO","Georgia","030617",2018,"HS12",2.828,26.175
"RUS","Russia","GEO","Georgia","160521",2018,"HS12",3.436,30.142
"RUS","Russia","GEO","Georgia","160529",2018,"HS12",5.119,40.279
"RUS","Russia","IDN","Indonesia","030616",2018,"HS12",0.036,0.724
"RUS","Russia","IND","India","030617",2018,"HS12",34.81,307.383
"RUS","Russia","ISL","Iceland","030616",2018,"HS12",346.239,1414.965
"RUS","Russia","ISL","Iceland","030617",2018,"HS12",0.087,0.324
"RUS","Russia","ISL","Iceland","160521",2018,"HS12",0.03,0.15
"RUS","Russia","JPN","Japan","030616",2018,"HS12",3035.575,26644.236
"RUS","Russia","KAZ","Kazakhstan","030616",2018,"HS12",134.438,775.727
"RUS","Russia","KAZ","Kazakhstan","030617",2018,"HS12",180.417,1388.228
"RUS","Russia","KAZ","Kazakhstan","030626",2018,"HS12",0.5,3.448
"RUS","Russia","KAZ","Kazakhstan","030627",2018,"HS12",1.267,15.981
"RUS","Russia","KAZ","Kazakhstan","160521",2018,"HS12",6.862,223.465
"RUS","Russia","KAZ","Kazakhstan","160529",2018,"HS12",28.001,260.142
"RUS","Russia","KGZ","Kyrgyzstan","030616",2018,"HS12",2.3,4.438
"RUS","Russia","KGZ","Kyrgyzstan","030617",2018,"HS12",5.048,38.276
"RUS","Russia","KGZ","Kyrgyzstan","160529",2018,"HS12",0.038,0.336
"RUS","Russia","KOR","South Korea","030616",2018,"HS12",4767.087,41175.069
"RUS","Russia","KOR","South Korea","030617",2018,"HS12",15.633,164.537
"RUS","Russia","KOR","South Korea","030627",2018,"HS12",0.204,7.941
"RUS","Russia","MDA","Moldova","030616",2018,"HS12",1.203,2.766
"RUS","Russia","MDA","Moldova","030617",2018,"HS12",5.905,51.023
"RUS","Russia","MDA","Moldova","160521",2018,"HS12",4.192,16.13
"RUS","Russia","MDA","Moldova","160529",2018,"HS12",26.421,148.725
"RUS","Russia","MNG","Mongolia","160529",2018,"HS12",0.01,0.079
"RUS","Russia","NLD","Netherlands","030616",2018,"HS12",72,427.525
"RUS","Russia","NOR","Norway","030616",2018,"HS12",998.845,2044.844
"RUS","Russia","NZL","New Zealand","030617",2018,"HS12",0.024,0.465
"RUS","Russia","SGP","Singapore","030616",2018,"HS12",0.64,19.413
"RUS","Russia","SGP","Singapore","030617",2018,"HS12",4.91,86.241
"RUS","Russia","SGP","Singapore","030627",2018,"HS12",0.43,12.183
"RUS","Russia","SGP","Singapore","160521",2018,"HS12",1.377,24.178
"RUS","Russia","SVN","Slovenia","030617",2018,"HS12",0.01,0.077
"RUS","Russia","THA","Thailand","030616",2018,"HS12",207.276,2013.179
"RUS","Russia","THA","Thailand","030617",2018,"HS12",0.78,16.212
"RUS","Russia","THA","Thailand","030626",2018,"HS12",0.364,10.939
"RUS","Russia","TJK","Tajikistan","030616",2018,"HS12",0.112,0.505
"RUS","Russia","TJK","Tajikistan","030617",2018,"HS12",0.276,2.341
"RUS","Russia","TJK","Tajikistan","160521",2018,"HS12",1.028,7.908
"RUS","Russia","TJK","Tajikistan","160529",2018,"HS12",1.035,7.618
"RUS","Russia","TKM","Turkmenistan","160529",2018,"HS12",0.507,3.335
"RUS","Russia","TWN","Taiwan","030616",2018,"HS12",72.809,811.28
"RUS","Russia","TWN","Taiwan","030617",2018,"HS12",30.482,637.898
"RUS","Russia","TWN","Taiwan","160529",2018,"HS12",0.016,0.099
"RUS","Russia","UKR","Ukraine","030616",2018,"HS12",51.495,308.491
"RUS","Russia","UKR","Ukraine","030617",2018,"HS12",115.292,885.996
"RUS","Russia","UKR","Ukraine","030627",2018,"HS12",1,9.355
"RUS","Russia","UKR","Ukraine","160521",2018,"HS12",5.225,24.3
"RUS","Russia","UKR","Ukraine","160529",2018,"HS12",17.994,110.686
"RUS","Russia","USA","United States","160529",2018,"HS12",0.207,1.813
"RUS","Russia","UZB","Uzbekistan","030617",2018,"HS12",17.127,25.294
"RUS","Russia","UZB","Uzbekistan","030627",2018,"HS12",0.941,0.634
"RUS","Russia","UZB","Uzbekistan","160521",2018,"HS12",0.1,0.596
"RUS","Russia","UZB","Uzbekistan","160529",2018,"HS12",0.353,2.904
"RUS","Russia","VNM","Vietnam","030616",2018,"HS12",15.506,94.483
"RUS","Russia","VNM","Vietnam","030617",2018,"HS12",92.5,878.814
"SAU","Saudi Arabia","ARE","United Arab Emirates","030616",2018,"HS12",43.984,79.005
"SAU","Saudi Arabia","ARE","United Arab Emirates","030617",2018,"HS12",119.783,1234.709
"SAU","Saudi Arabia","ARE","United Arab Emirates","160521",2018,"HS12",0.015,0.126
"SAU","Saudi Arabia","AUS","Australia","030617",2018,"HS12",14.762,54.524
"SAU","Saudi Arabia","AUT","Austria","030617",2018,"HS12",0.084,1.327
"SAU","Saudi Arabia","BHR","Bahrain","030616",2018,"HS12",4.765,33.785
"SAU","Saudi Arabia","BHR","Bahrain","030617",2018,"HS12",1314.365,825.191
"SAU","Saudi Arabia","BHR","Bahrain","160529",2018,"HS12",0.378,2.986
"SAU","Saudi Arabia","CHN","China","030617",2018,"HS12",16392.064,131285.523
"SAU","Saudi Arabia","CYP","Cyprus","030617",2018,"HS12",0.012,0.278
"SAU","Saudi Arabia","CZE","Czechia","030617",2018,"HS12",1.408,13.372
"SAU","Saudi Arabia","CZE","Czechia","160529",2018,"HS12",5.412,48.022
"SAU","Saudi Arabia","EGY","Egypt","030616",2018,"HS12",497.361,926.358
"SAU","Saudi Arabia","EGY","Egypt","030617",2018,"HS12",340.362,4321.77
"SAU","Saudi Arabia","EGY","Egypt","030627",2018,"HS12",88.004,402.238
"SAU","Saudi Arabia","ESP","Spain","030617",2018,"HS12",1351.938,7969.548
"SAU","Saudi Arabia","FRA","France","030617",2018,"HS12",13.141,91.742
"SAU","Saudi Arabia","IRL","Ireland","030617",2018,"HS12",8.656,125.405
"SAU","Saudi Arabia","JOR","Jordan","030617",2018,"HS12",4.166,40.882
"SAU","Saudi Arabia","JOR","Jordan","030627",2018,"HS12",4.911,59.466
"SAU","Saudi Arabia","JOR","Jordan","160529",2018,"HS12",24.644,308.702
"SAU","Saudi Arabia","JPN","Japan","030617",2018,"HS12",43.178,377.397
"SAU","Saudi Arabia","KOR","South Korea","030617",2018,"HS12",1726.542,11798.902
"SAU","Saudi Arabia","KWT","Kuwait","030616",2018,"HS12",4.4,53.837
"SAU","Saudi Arabia","KWT","Kuwait","030617",2018,"HS12",1081.922,5579.128
"SAU","Saudi Arabia","KWT","Kuwait","030627",2018,"HS12",65.082,582.869
"SAU","Saudi Arabia","KWT","Kuwait","160521",2018,"HS12",13.696,158.543
"SAU","Saudi Arabia","KWT","Kuwait","160529",2018,"HS12",48.614,574.239
"SAU","Saudi Arabia","LBN","Lebanon","030616",2018,"HS12",20.4,166.564
"SAU","Saudi Arabia","LBN","Lebanon","030617",2018,"HS12",20.4,167.256
"SAU","Saudi Arabia","LBN","Lebanon","160529",2018,"HS12",25.75,328.815
"SAU","Saudi Arabia","MYS","Malaysia","030616",2018,"HS12",23.625,145.95
"SAU","Saudi Arabia","MYS","Malaysia","030617",2018,"HS12",24.98,317.181
"SAU","Saudi Arabia","NLD","Netherlands","030617",2018,"HS12",123.786,1364.009
"SAU","Saudi Arabia","NZL","New Zealand","030617",2018,"HS12",98.945,763.867
"SAU","Saudi Arabia","OMN","Oman","030617",2018,"HS12",19.521,216.528
"SAU","Saudi Arabia","PHL","Philippines","030617",2018,"HS12",22.802,35.854
"SAU","Saudi Arabia","SGP","Singapore","030617",2018,"HS12",31.269,369.798
"SAU","Saudi Arabia","SWZ","Eswatini","030617",2018,"HS12",1.181,5.377
"SAU","Saudi Arabia","SWZ","Eswatini","160521",2018,"HS12",0.004,0.038
"SAU","Saudi Arabia","SYC","Seychelles","030617",2018,"HS12",0.25,5.079
"SAU","Saudi Arabia","TWN","Taiwan","030617",2018,"HS12",347.142,2565.686
"SAU","Saudi Arabia","USA","United States","030617",2018,"HS12",70.145,528.78
"SAU","Saudi Arabia","VNM","Vietnam","030617",2018,"HS12",16416.594,20923.812
"SAU","Saudi Arabia","ZAF","South Africa","030617",2018,"HS12",222.495,2681.681
"SDN","Sudan","EGY","Egypt","030616",2018,"HS12",36.174,4375.112
"SDN","Sudan","JOR","Jordan","030627",2018,"HS12",0.212,1.471
"SEN","Senegal","ARE","United Arab Emirates","030617",2018,"HS12",0.525,17.182
"SEN","Senegal","BEL","Belgium","030616",2018,"HS12",2.352,29.362
"SEN","Senegal","BEL","Belgium","030617",2018,"HS12",11.797,87.696
"SEN","Senegal","BEL","Belgium","030626",2018,"HS12",6.504,65.57
"SEN","Senegal","BFA","Burkina Faso","030617",2018,"HS12",0.129,7.657
"SEN","Senegal","CAN","Canada","030616",2018,"HS12",0.861,4.137
"SEN","Senegal","CAN","Canada","030627",2018,"HS12",0.024,0.595
"SEN","Senegal","CIV","Côte d’Ivoire","030617",2018,"HS12",36.716,185.217
"SEN","Senegal","CPV","Cape Verde","030617",2018,"HS12",5.922,82.692
"SEN","Senegal","CPV","Cape Verde","030627",2018,"HS12",0.263,0.519
"SEN","Senegal","CYP","Cyprus","030617",2018,"HS12",4.658,29.823
"SEN","Senegal","CYP","Cyprus","030627",2018,"HS12",0.117,3.719
"SEN","Senegal","DEU","Germany","030616",2018,"HS12",0.73,14.107
"SEN","Senegal","DEU","Germany","030617",2018,"HS12",190.01,2801.693
"SEN","Senegal","DEU","Germany","030627",2018,"HS12",3.457,93.558
"SEN","Senegal","ESP","Spain","030616",2018,"HS12",66.74,285.234
"SEN","Senegal","ESP","Spain","030617",2018,"HS12",2905.696,22902.623
"SEN","Senegal","ESP","Spain","030627",2018,"HS12",0.283,7.169
"SEN","Senegal","FRA","France","030617",2018,"HS12",158.47,1193.542
"SEN","Senegal","FRA","France","030626",2018,"HS12",8.109,109.026
"SEN","Senegal","FRA","France","030627",2018,"HS12",3.653,60.175
"SEN","Senegal","GBR","United Kingdom","030617",2018,"HS12",256.034,2547.044
"SEN","Senegal","GBR","United Kingdom","030627",2018,"HS12",0.553,16.366
"SEN","Senegal","GBR","United Kingdom","160521",2018,"HS12",15.3,108.196
"SEN","Senegal","GRC","Greece","030617",2018,"HS12",39.626,356.17
"SEN","Senegal","GRC","Greece","030627",2018,"HS12",0.334,9.78
"SEN","Senegal","ITA","Italy","030616",2018,"HS12",0.44,4.056
"SEN","Senegal","ITA","Italy","030617",2018,"HS12",65.445,1365.321
"SEN","Senegal","MRT","Mauritania","030627",2018,"HS12",3.407,16.518
"SEN","Senegal","NLD","Netherlands","030617",2018,"HS12",1.481,7.7
"SEN","Senegal","NZL","New Zealand","030617",2018,"HS12",63.067,1062.569
"SEN","Senegal","PRT","Portugal","030617",2018,"HS12",55.159,2356.624
"SEN","Senegal","PRT","Portugal","030627",2018,"HS12",0.115,3.107
"SEN","Senegal","TUR","Turkey","030617",2018,"HS12",0.18,0.81
"SEN","Senegal","TUR","Turkey","030627",2018,"HS12",0.967,4.053
"SEN","Senegal","UKR","Ukraine","030617",2018,"HS12",0.09,0.42
"SEN","Senegal","USA","United States","030617",2018,"HS12",4.428,748.309
"SEN","Senegal","USA","United States","030627",2018,"HS12",1.672,2.032
"SEN","Senegal","USA","United States","160529",2018,"HS12",0.5,0.887
"SGP","Singapore","ARE","United Arab Emirates","030617",2018,"HS12",0.6,6.954
"SGP","Singapore","ARE","United Arab Emirates","030627",2018,"HS12",0.203,6.076
"SGP","Singapore","ARE","United Arab Emirates","160521",2018,"HS12",7.686,70.262
"SGP","Singapore","ARG","Argentina","030627",2018,"HS12",0.021,1.21
"SGP","Singapore","AUS","Australia","030617",2018,"HS12",38.803,764.095
"SGP","Singapore","AUS","Australia","030627",2018,"HS12",0.61,4.817
"SGP","Singapore","AUS","Australia","160521",2018,"HS12",6.423,69.835
"SGP","Singapore","AUS","Australia","160529",2018,"HS12",3.387,49.617
"SGP","Singapore","AUT","Austria","030627",2018,"HS12",3.405,68.53
"SGP","Singapore","AZE","Azerbaijan","030627",2018,"HS12",0.005,0.195
"SGP","Singapore","BEL","Belgium","030627",2018,"HS12",0.105,0.658
"SGP","Singapore","BGD","Bangladesh","030626",2018,"HS12",0.08,0.362
"SGP","Singapore","BGD","Bangladesh","030627",2018,"HS12",0.02,0.469
"SGP","Singapore","BGR","Bulgaria","030627",2018,"HS12",0.052,0.381
"SGP","Singapore","BHR","Bahrain","030627",2018,"HS12",10.27,136.846
"SGP","Singapore","BHR","Bahrain","160521",2018,"HS12",0.256,3.271
"SGP","Singapore","BRB","Barbados","160521",2018,"HS12",0.408,4.832
"SGP","Singapore","BRN","Brunei","030616",2018,"HS12",0.02,0.363
"SGP","Singapore","BRN","Brunei","030617",2018,"HS12",33.499,593.705
"SGP","Singapore","BRN","Brunei","030627",2018,"HS12",0.95,14.339
"SGP","Singapore","BRN","Brunei","160521",2018,"HS12",68.508,647.206
"SGP","Singapore","BRN","Brunei","160529",2018,"HS12",5.492,65.382
"SGP","Singapore","BTN","Bhutan","030617",2018,"HS12",0.01,0.133
"SGP","Singapore","CAN","Canada","030627",2018,"HS12",0.541,5.227
"SGP","Singapore","CAN","Canada","160521",2018,"HS12",21.138,120.77
"SGP","Singapore","CAN","Canada","160529",2018,"HS12",1.3,6.035
"SGP","Singapore","CHE","Switzerland","030617",2018,"HS12",6.939,116.625
"SGP","Singapore","CHE","Switzerland","030627",2018,"HS12",0.172,11.675
"SGP","Singapore","CHE","Switzerland","160529",2018,"HS12",5.7,90.339
"SGP","Singapore","CHN","China","030617",2018,"HS12",78.42,426.775
"SGP","Singapore","CHN","China","030626",2018,"HS12",1.82,22.392
"SGP","Singapore","CHN","China","030627",2018,"HS12",35.802,945.396
"SGP","Singapore","CHN","China","160521",2018,"HS12",23.774,231.441
"SGP","Singapore","CHN","China","160529",2018,"HS12",0.043,0.447
"SGP","Singapore","COD","Congo - Kinshasa","030627",2018,"HS12",0.012,0.452
"SGP","Singapore","COL","Colombia","160521",2018,"HS12",1.048,12.866
"SGP","Singapore","CYP","Cyprus","030627",2018,"HS12",0.015,0.241
"SGP","Singapore","CYP","Cyprus","160521",2018,"HS12",0.057,0.633
"SGP","Singapore","CZE","Czechia","030627",2018,"HS12",0.139,14.888
"SGP","Singapore","DEU","Germany","030627",2018,"HS12",1.084,253.626
"SGP","Singapore","DNK","Denmark","030627",2018,"HS12",0.059,0.128
"SGP","Singapore","ESP","Spain","030626",2018,"HS12",0.05,0.413
"SGP","Singapore","ESP","Spain","030627",2018,"HS12",0.383,52.042
"SGP","Singapore","FIN","Finland","030627",2018,"HS12",0.01,0.508
"SGP","Singapore","FIN","Finland","160521",2018,"HS12",0.012,0.12
"SGP","Singapore","FRA","France","030627",2018,"HS12",8.083,172.65
"SGP","Singapore","FRA","France","160521",2018,"HS12",0.2,1.384
"SGP","Singapore","GBR","United Kingdom","030617",2018,"HS12",0.01,0.085
"SGP","Singapore","GBR","United Kingdom","030627",2018,"HS12",5.926,275.97
"SGP","Singapore","GBR","United Kingdom","160521",2018,"HS12",0.23,2.534
"SGP","Singapore","GRC","Greece","030627",2018,"HS12",0.024,0.03
"SGP","Singapore","GRC","Greece","160521",2018,"HS12",0.142,1.562
"SGP","Singapore","HRV","Croatia","030627",2018,"HS12",0.001,0.156
"SGP","Singapore","HUN","Hungary","030627",2018,"HS12",0.023,0.147
"SGP","Singapore","IDN","Indonesia","030616",2018,"HS12",4.68,40.823
"SGP","Singapore","IDN","Indonesia","030617",2018,"HS12",0.704,1.682
"SGP","Singapore","IDN","Indonesia","030627",2018,"HS12",0.565,18.069
"SGP","Singapore","IDN","Indonesia","160521",2018,"HS12",1.394,11.693
"SGP","Singapore","IDN","Indonesia","160529",2018,"HS12",0.234,0.884
"SGP","Singapore","IND","India","030616",2018,"HS12",17.63,525.806
"SGP","Singapore","IND","India","030617",2018,"HS12",53.135,578.105
"SGP","Singapore","IRL","Ireland","030627",2018,"HS12",0.009,0.228
"SGP","Singapore","IRL","Ireland","160521",2018,"HS12",0.025,0.303
"SGP","Singapore","ISL","Iceland","030617",2018,"HS12",0.115,0.435
"SGP","Singapore","ISL","Iceland","160521",2018,"HS12",0.006,0.095
"SGP","Singapore","ITA","Italy","030627",2018,"HS12",1.1,41.574
"SGP","Singapore","ITA","Italy","160521",2018,"HS12",1.407,16.869
"SGP","Singapore","JPN","Japan","030617",2018,"HS12",0.022,0.105
"SGP","Singapore","JPN","Japan","030626",2018,"HS12",0.12,0.841
"SGP","Singapore","JPN","Japan","030627",2018,"HS12",0.169,1.836
"SGP","Singapore","JPN","Japan","160521",2018,"HS12",1.042,14.518
"SGP","Singapore","JPN","Japan","160529",2018,"HS12",0.005,0.081
"SGP","Singapore","KHM","Cambodia","030617",2018,"HS12",1.288,15.163
"SGP","Singapore","KHM","Cambodia","030626",2018,"HS12",0.184,2.474
"SGP","Singapore","KHM","Cambodia","160521",2018,"HS12",1.663,16.551
"SGP","Singapore","KHM","Cambodia","160529",2018,"HS12",0.196,0.813
"SGP","Singapore","KOR","South Korea","030617",2018,"HS12",31.91,223.589
"SGP","Singapore","KOR","South Korea","030627",2018,"HS12",0.06,1.344
"SGP","Singapore","KOR","South Korea","160521",2018,"HS12",21.097,321.171
"SGP","Singapore","KOR","South Korea","160529",2018,"HS12",0.07,0.786
"SGP","Singapore","KWT","Kuwait","030627",2018,"HS12",28.131,335.14
"SGP","Singapore","KWT","Kuwait","160521",2018,"HS12",0.03,0.111
"SGP","Singapore","KWT","Kuwait","160529",2018,"HS12",1.1,11.03
"SGP","Singapore","LBN","Lebanon","030627",2018,"HS12",0.036,0.246
"SGP","Singapore","LBN","Lebanon","160521",2018,"HS12",0.259,3.531
"SGP","Singapore","LKA","Sri Lanka","030627",2018,"HS12",0.014,0.278
"SGP","Singapore","LKA","Sri Lanka","160521",2018,"HS12",6.997,56.627
"SGP","Singapore","LKA","Sri Lanka","160529",2018,"HS12",0.204,0.967
"SGP","Singapore","MAR","Morocco","030627",2018,"HS12",0.002,0.075
"SGP","Singapore","MDV","Maldives","030617",2018,"HS12",0.276,25.246
"SGP","Singapore","MDV","Maldives","030626",2018,"HS12",0.012,0.257
"SGP","Singapore","MDV","Maldives","030627",2018,"HS12",0.15,17.749
"SGP","Singapore","MDV","Maldives","160521",2018,"HS12",9.116,15.517
"SGP","Singapore","MDV","Maldives","160529",2018,"HS12",0.067,3.544
"SGP","Singapore","MKD","North Macedonia","030627",2018,"HS12",0.011,0.429
"SGP","Singapore","MLT","Malta","030627",2018,"HS12",0.303,6.618
"SGP","Singapore","MMR","Myanmar (Burma)","030617",2018,"HS12",0.25,1.556
"SGP","Singapore","MMR","Myanmar (Burma)","030627",2018,"HS12",0.32,5.098
"SGP","Singapore","MMR","Myanmar (Burma)","160521",2018,"HS12",1.983,22.034
"SGP","Singapore","MMR","Myanmar (Burma)","160529",2018,"HS12",0.091,1.194
"SGP","Singapore","MUS","Mauritius","030617",2018,"HS12",3.086,46.6
"SGP","Singapore","MUS","Mauritius","030627",2018,"HS12",23.473,255.518
"SGP","Singapore","MUS","Mauritius","160521",2018,"HS12",1.629,19.551
"SGP","Singapore","MUS","Mauritius","160529",2018,"HS12",0.644,3.94
"SGP","Singapore","MYS","Malaysia","030616",2018,"HS12",0.758,8.953
"SGP","Singapore","MYS","Malaysia","030617",2018,"HS12",124.003,303.514
"SGP","Singapore","MYS","Malaysia","030627",2018,"HS12",42.49,81.831
"SGP","Singapore","MYS","Malaysia","160521",2018,"HS12",50.006,32.397
"SGP","Singapore","MYS","Malaysia","160529",2018,"HS12",10.337,196.645
"SGP","Singapore","NAM","Namibia","030627",2018,"HS12",0.002,0.097
"SGP","Singapore","NLD","Netherlands","030627",2018,"HS12",2.753,156.085
"SGP","Singapore","NLD","Netherlands","160521",2018,"HS12",2.744,13.02
"SGP","Singapore","NOR","Norway","030627",2018,"HS12",0.005,0.191
"SGP","Singapore","NOR","Norway","160521",2018,"HS12",0.774,6.854
"SGP","Singapore","NRU","Nauru","030617",2018,"HS12",0.55,9.608
"SGP","Singapore","NRU","Nauru","160521",2018,"HS12",0.168,2.471
"SGP","Singapore","NZL","New Zealand","030626",2018,"HS12",3.6,69.581
"SGP","Singapore","NZL","New Zealand","030627",2018,"HS12",1.627,15.314
"SGP","Singapore","NZL","New Zealand","160521",2018,"HS12",3.552,27.981
"SGP","Singapore","NZL","New Zealand","160529",2018,"HS12",0.713,4.572
"SGP","Singapore","OMN","Oman","030617",2018,"HS12",13.288,26.876
"SGP","Singapore","PER","Peru","030627",2018,"HS12",0.001,0.066
"SGP","Singapore","PHL","Philippines","030617",2018,"HS12",2.588,10.28
"SGP","Singapore","PHL","Philippines","160521",2018,"HS12",1.122,9.795
"SGP","Singapore","POL","Poland","030627",2018,"HS12",0.174,36.832
"SGP","Singapore","PRT","Portugal","030627",2018,"HS12",0.051,2.996
"SGP","Singapore","QAT","Qatar","030627",2018,"HS12",0.001,0.058
"SGP","Singapore","QAT","Qatar","160521",2018,"HS12",6.822,37.1
"SGP","Singapore","QAT","Qatar","160529",2018,"HS12",0.007,0.136
"SGP","Singapore","ROU","Romania","030617",2018,"HS12",0.002,0.083
"SGP","Singapore","ROU","Romania","030627",2018,"HS12",0.119,1.744
"SGP","Singapore","RUS","Russia","030627",2018,"HS12",0.199,11.197
"SGP","Singapore","RUS","Russia","160521",2018,"HS12",4.932,60.673
"SGP","Singapore","SAU","Saudi Arabia","030616",2018,"HS12",9.6,121.073
"SGP","Singapore","SAU","Saudi Arabia","030627",2018,"HS12",8,118.074
"SGP","Singapore","SRB","Serbia","030627",2018,"HS12",0.03,0.255
"SGP","Singapore","SWE","Sweden","030627",2018,"HS12",0.08,19.837
"SGP","Singapore","SYC","Seychelles","160529",2018,"HS12",0.259,9.586
"SGP","Singapore","THA","Thailand","030617",2018,"HS12",12.58,116.529
"SGP","Singapore","THA","Thailand","030627",2018,"HS12",4.405,188.701
"SGP","Singapore","THA","Thailand","160521",2018,"HS12",1.81,31.564
"SGP","Singapore","THA","Thailand","160529",2018,"HS12",0.002,0.08
"SGP","Singapore","TLS","Timor-Leste","030617",2018,"HS12",0.3,2.889
"SGP","Singapore","TLS","Timor-Leste","030627",2018,"HS12",0.03,0.528
"SGP","Singapore","TLS","Timor-Leste","160521",2018,"HS12",1.686,14.965
"SGP","Singapore","TLS","Timor-Leste","160529",2018,"HS12",0.02,0.114
"SGP","Singapore","TUR","Turkey","160521",2018,"HS12",4.373,57.206
"SGP","Singapore","TWN","Taiwan","030617",2018,"HS12",40.375,146.231
"SGP","Singapore","TWN","Taiwan","030627",2018,"HS12",0.3,8.891
"SGP","Singapore","TWN","Taiwan","160521",2018,"HS12",1.075,12.011
"SGP","Singapore","TWN","Taiwan","160529",2018,"HS12",0.122,0.44
"SGP","Singapore","TZA","Tanzania","030627",2018,"HS12",0.016,0.238
"SGP","Singapore","UKR","Ukraine","030627",2018,"HS12",0.001,0.657
"SGP","Singapore","USA","United States","030617",2018,"HS12",10.91,78.618
"SGP","Singapore","USA","United States","030627",2018,"HS12",2.28,77.495
"SGP","Singapore","USA","United States","160521",2018,"HS12",6.818,46.574
"SGP","Singapore","USA","United States","160529",2018,"HS12",2.7,15.913
"SGP","Singapore","UZB","Uzbekistan","030627",2018,"HS12",0.005,0.023
"SGP","Singapore","VNM","Vietnam","030616",2018,"HS12",8.7,68.646
"SGP","Singapore","VNM","Vietnam","030617",2018,"HS12",887.34,793.096
"SGP","Singapore","VNM","Vietnam","030627",2018,"HS12",40.262,2663.688
"SGP","Singapore","VNM","Vietnam","160521",2018,"HS12",21.77,849.889
"SGP","Singapore","ZAF","South Africa","030617",2018,"HS12",0.01,0.005
"SGP","Singapore","ZAF","South Africa","030627",2018,"HS12",2.285,33.938
"SGP","Singapore","ZAF","South Africa","160521",2018,"HS12",9.421,138.521
"SLB","Solomon Islands","CHN","China","030626",2018,"HS12",0.071,0.339
"SLE","Sierra Leone","CHN","China","030617",2018,"HS12",6,5.583
"SLE","Sierra Leone","KOR","South Korea","030617",2018,"HS12",1.455,7.761
"SLE","Sierra Leone","POL","Poland","030627",2018,"HS12",0.006,0.11
"SLE","Sierra Leone","USA","United States","030617",2018,"HS12",4,2.601
"SLV","El Salvador","CHN","China","030627",2018,"HS12",10.533,164.562
"SLV","El Salvador","CRI","Costa Rica","160529",2018,"HS12",0.001,0.005
"SLV","El Salvador","PAN","Panama","030617",2018,"HS12",0.11,0.934
"SLV","El Salvador","USA","United States","030617",2018,"HS12",25.648,308.445
"SLV","El Salvador","USA","United States","030627",2018,"HS12",10.839,153.908
"SLV","El Salvador","USA","United States","160529",2018,"HS12",1.127,5.748
"SOM","Somalia","KOR","South Korea","030617",2018,"HS12",1.386,4.851
"SOM","Somalia","THA","Thailand","030617",2018,"HS12",4.36,23.387
